browser_type_Unknown,browser_type_Chrome,login_attempts,ip_reputation_score,failed_logins,succeeded_logins,attack_detected
0,0,2,0.1888119685426978,0,2,0
0,1,7,0.3928592769926949,0,7,1
0,0,2,0.092167981342586,2,0,0
0,1,2,0.035338671509074,1,1,0
0,1,3,0.7307587707755949,2,1,1
0,1,4,0.1214899728762696,1,3,1
0,0,5,0.4331227053183196,2,3,0
0,0,6,0.2039103761862494,3,3,1
0,1,1,0.4776126794217324,1,0,0
0,0,1,0.2619151707352193,2,0,0
0,0,3,0.6713570078033501,2,1,1
0,0,4,0.0450714994313345,4,0,1
0,1,8,0.3435576929572656,1,7,1
0,0,8,0.5566161839811695,1,7,1
0,1,2,0.1374563992772291,1,1,0
0,1,2,0.1365795944243687,1,1,0
0,1,6,0.2162461365376732,0,6,1
0,1,5,0.4191930738628011,3,2,1
0,0,5,0.1921257748501509,1,4,0
0,0,2,0.1493779948065271,4,0,1
0,1,7,0.318602344886231,1,6,1
0,1,1,0.2736859827106079,1,0,0
0,1,4,0.3700026802735046,1,3,0
0,1,2,0.1901083020742203,0,2,1
0,1,7,0.564031490404344,3,4,1
0,1,9,0.6012944685473153,2,7,1
0,0,2,0.924299191969215,2,0,1
0,1,3,0.408692846610035,1,2,0
1,0,5,0.1993988746300485,1,4,1
0,1,4,0.0888180965391546,3,1,1
0,1,1,0.167967212605191,2,0,1
0,0,1,0.1749585807713304,3,0,1
0,0,2,0.5557037595262682,1,1,0
0,1,2,0.6547020315698368,2,0,1
0,0,5,0.4113938400636437,2,3,0
0,0,6,0.5570465515019662,0,6,0
0,1,2,0.596334372204507,3,0,1
0,0,3,0.2250092613365358,1,2,0
0,1,6,0.52253299516162,2,4,0
0,1,1,0.636380744250139,2,0,1
0,0,2,0.1461795008781164,2,0,0
0,1,6,0.2153116228134469,1,5,0
0,1,5,0.0607406280364265,2,3,0
0,1,5,0.4507805335141692,2,3,0
0,0,1,0.476740901290232,0,1,0
0,1,4,0.3480283882051053,2,2,0
0,1,1,0.413839151788454,1,0,0
0,1,1,0.2799068330697113,1,0,1
1,0,4,0.4195289901936597,1,3,1
0,1,4,0.8086511011267716,4,0,1
0,0,1,0.1596368030243446,2,0,0
0,1,5,0.0774982442452322,5,0,1
0,1,3,0.6428264902180858,0,3,1
0,1,1,0.4947742350814881,3,0,1
0,1,3,0.1818961997052622,1,2,0
0,0,2,0.1666441977033631,0,2,0
0,0,7,0.2101606705651172,1,6,1
0,1,5,0.1384198550927362,1,4,0
0,1,1,0.4055964214582011,2,0,0
0,0,6,0.0391323737025218,2,4,1
0,1,7,0.1722275390334988,1,6,1
0,0,3,0.2608346964235131,1,2,0
0,0,6,0.0629563223849402,1,5,1
0,1,4,0.1405381496997095,3,1,1
0,1,3,0.2800708091533337,1,2,0
0,1,3,0.3132810087638813,2,1,0
0,1,4,0.2513759767037999,1,3,0
1,0,4,0.4481692777734307,2,2,1
0,0,6,0.0445734136383219,2,4,0
0,1,4,0.6457459391736808,2,2,1
0,0,4,0.0458577702457286,0,4,0
0,1,6,0.8237463653564847,2,4,1
0,1,6,0.278941878805491,1,5,0
0,0,6,0.6057729168399577,2,4,1
0,1,4,0.2137764933071991,1,3,0
0,1,7,0.2402321822748301,1,6,1
0,1,4,0.1536759760959614,1,3,0
0,1,3,0.2979990525563771,0,3,0
0,0,3,0.1401662403537347,0,3,0
0,0,5,0.3506026059437873,0,5,0
0,0,4,0.5447253817619546,2,2,0
1,0,3,0.1424162569257759,1,2,0
0,0,3,0.2378748827296023,3,0,1
0,1,1,0.0774184725377192,2,0,0
0,1,5,0.3698193079423817,1,4,0
0,1,1,0.070941720097679,1,0,0
0,1,2,0.2052130158428704,2,0,0
0,0,8,0.4950922630023728,0,8,1
0,0,5,0.5891790073903947,1,4,0
0,1,5,0.5299781471711951,1,4,0
0,0,3,0.6516543243030538,1,2,1
0,1,1,0.2535390606985145,0,1,0
0,1,2,0.7111636415721077,1,1,1
0,0,6,0.2585967949868571,1,5,0
0,1,4,0.4806482804698131,3,1,1
0,1,2,0.2873535881952211,3,0,1
0,1,3,0.4297617248870526,2,1,0
0,1,6,0.2160720162852468,0,6,0
0,0,3,0.4436282805728477,2,1,0
0,1,4,0.314874136875226,2,2,0
0,0,4,0.4574882143099171,3,1,1
0,0,7,0.1062750406971374,1,6,1
0,0,3,0.3501631416194708,4,0,1
0,1,5,0.1407115464508893,2,3,0
0,1,5,0.4026459581127566,1,4,0
0,0,4,0.4139380851938243,2,2,0
0,1,4,0.2794758326177198,1,3,0
0,1,2,0.3848972666853467,2,0,0
0,0,3,0.1735521864023695,1,2,0
0,1,2,0.8057147685680837,0,2,1
0,1,5,0.263253991894284,1,4,0
0,0,3,0.5271391769477388,2,1,0
0,0,1,0.2788062927888523,0,1,0
0,0,7,0.3743595661844572,3,4,1
0,0,2,0.1627338030309758,1,1,0
0,1,5,0.4751409657145317,2,3,0
0,1,3,0.6030028149801674,0,3,1
1,0,4,0.3527471570296811,0,4,1
0,1,2,0.1875788068174106,1,1,0
1,0,7,0.3431341300051565,1,6,1
0,0,3,0.703728461510033,5,0,1
0,0,4,0.0955249696123626,2,2,0
0,1,3,0.2156047626343967,2,1,0
0,0,5,0.2613714651975369,2,3,0
0,1,1,0.0938683861370487,3,0,1
0,0,5,0.4958215207981593,3,2,1
0,1,2,0.2506348024716132,0,2,1
0,0,4,0.4942369624783538,1,3,0
0,0,1,0.2183199712359856,1,0,0
0,0,3,0.1802982820135656,2,1,0
0,0,5,0.101093294151777,3,2,1
1,0,4,0.2199251722034098,3,1,1
1,0,1,0.4009573602131988,4,0,1
0,1,6,0.40722820319459,3,3,1
0,1,4,0.5703003459297015,1,3,0
0,1,3,0.8202386042079193,1,2,1
0,0,4,0.3912298705725158,1,3,0
0,0,7,0.2506198839233535,2,5,1
0,0,4,0.2352589859404036,2,2,0
0,1,5,0.4845747243773234,3,2,1
0,1,4,0.2533715784223389,1,3,1
0,1,3,0.5796480364493926,2,1,0
0,0,5,0.3924490521789008,3,2,1
0,1,2,0.3056525009614441,0,2,1
0,1,4,0.0888498250238839,1,3,1
1,0,2,0.316802022245133,0,2,0
0,0,6,0.3389055175712112,2,4,0
0,1,3,0.1904743176895575,0,3,0
0,0,2,0.4729007843575432,3,0,1
0,1,2,0.3109705854191899,2,0,0
0,0,8,0.4607564992820969,0,8,1
0,1,3,0.1092295885418506,2,1,0
1,0,4,0.3191389522220816,0,4,1
0,0,3,0.474996099939112,2,1,0
0,1,5,0.2950024769377213,2,3,0
0,0,2,0.20264826189298,3,0,1
0,0,1,0.2890706831925824,1,0,0
0,1,5,0.1690429081132906,2,3,1
0,1,10,0.2126228661621027,2,8,1
0,1,4,0.0863883022181831,4,0,1
0,1,4,0.2308107271742691,1,3,0
0,1,8,0.2788823607704044,3,5,1
0,1,6,0.1179140695955895,1,5,0
0,1,1,0.0699438532222746,1,0,1
0,1,3,0.2009275486690818,1,2,0
0,1,2,0.4163017158935466,1,1,0
0,0,4,0.2228322350972216,2,2,0
0,1,1,0.5805385204103034,2,0,1
0,0,1,0.7107379644154443,1,0,1
0,1,1,0.2345827991944452,0,1,1
0,1,5,0.2747712509244445,1,4,0
0,0,3,0.7671429734381209,0,3,1
0,1,2,0.5218847605826437,2,0,0
0,1,3,0.134989749165361,2,1,0
0,0,2,0.4598887077844142,1,1,0
0,1,4,0.2566398452072784,3,1,1
0,0,5,0.3815437213035342,2,3,0
1,0,3,0.3695864342404419,5,0,1
0,1,3,0.1303964669456661,0,3,0
0,1,2,0.2239268760514582,2,0,0
0,1,1,0.1055149672591951,1,0,0
0,1,4,0.4031378034235278,1,3,0
0,1,4,0.2539590989707063,0,4,0
0,1,2,0.2550778936722813,0,2,0
0,0,3,0.1402546113576662,1,2,0
0,1,2,0.1367384316409507,2,0,1
0,1,5,0.5356128744763708,2,3,0
0,1,3,0.3771295162985298,1,2,0
0,1,7,0.5005796968258547,0,7,1
0,1,6,0.2045111487482689,3,3,1
0,0,2,0.1070573435385232,2,0,0
0,0,3,0.3327324657627582,0,3,0
1,0,6,0.2994905712107442,0,6,1
1,0,7,0.2266041998929487,1,6,1
0,1,3,0.0214539162184951,0,3,0
0,1,4,0.2241836116971174,2,2,0
0,0,5,0.4581515485184645,1,4,1
0,1,5,0.2072436948209685,1,4,0
0,0,4,0.316800469666736,1,3,0
0,0,3,0.1644887380697255,2,1,0
0,1,7,0.1396595215442589,3,4,1
0,0,7,0.536281811882668,1,6,1
0,1,5,0.1822955517520586,1,4,0
0,1,4,0.5429294542685554,3,1,1
0,1,3,0.3522118523421816,2,1,0
0,1,4,0.060764161231593,0,4,1
0,1,1,0.2106954856300727,0,1,1
0,0,2,0.1820924019913196,3,0,1
0,1,5,0.510854459662303,1,4,1
0,0,1,0.6228186898667005,3,0,1
0,1,5,0.3905858486142241,1,4,1
0,1,6,0.4053176254708461,1,5,0
0,0,5,0.2113356205139964,4,1,1
0,1,4,0.4009441005738514,1,3,0
0,1,5,0.5949008847492702,4,1,1
1,0,2,0.2563056041306627,2,0,0
0,0,6,0.2511766844105547,2,4,1
0,1,5,0.3563687445964751,0,5,0
0,1,2,0.3649687524730089,0,2,0
0,1,5,0.3215697471536958,2,3,0
0,1,4,0.2269609309181777,1,3,0
0,0,4,0.1017589666873252,2,2,1
0,1,7,0.1518308451958147,1,6,1
0,1,3,0.3213285158695211,2,1,0
0,0,6,0.332074833579387,2,4,1
0,1,11,0.0467584572696856,1,10,1
0,0,4,0.142041082971237,3,1,1
0,0,2,0.2134073378550024,4,0,1
0,1,5,0.1676252152718281,1,4,0
0,0,4,0.4316399840540603,1,3,0
0,0,4,0.270413163920739,2,2,0
0,0,8,0.293713729918674,2,6,1
0,0,5,0.3806178481734434,2,3,1
0,1,3,0.5770040195936813,2,1,1
0,1,4,0.420583672125616,3,1,1
0,1,6,0.4518794479197385,0,6,0
0,0,5,0.2686753000829567,1,4,0
0,1,8,0.0216463306602975,2,6,1
0,1,5,0.0689485656340197,2,3,0
0,0,7,0.2979487487991862,1,6,1
0,1,3,0.2762991545447392,1,2,0
0,0,3,0.1337361926358419,0,3,0
0,1,3,0.4045815876179483,1,2,0
0,1,3,0.1455207089744786,1,2,0
0,0,2,0.3035764327003331,2,0,0
0,0,5,0.3243616121165292,1,4,0
0,1,5,0.5628344133277222,2,3,1
0,1,3,0.3628846439368147,2,1,0
0,0,5,0.0436523381510633,1,4,1
0,0,2,0.2741231163608265,3,0,1
0,1,6,0.147724362101297,1,5,1
0,0,5,0.189291406449143,0,5,1
0,0,3,0.6056437412422861,3,0,1
1,0,4,0.1221166430908512,3,1,1
0,1,1,0.4477133325263134,1,0,1
0,1,2,0.6352504020145548,2,0,1
0,1,4,0.5080024320830977,2,2,0
0,1,6,0.2144385488270335,1,5,0
0,1,3,0.4585436390124432,1,2,0
0,1,5,0.3966839189485351,1,4,0
0,1,2,0.419785550126877,2,0,0
0,1,7,0.2069718163967382,1,6,1
0,0,4,0.3618694592135653,2,2,0
0,0,2,0.5914391259415465,0,2,0
0,1,4,0.5404548137500436,1,3,0
0,1,6,0.2297588953337835,0,6,1
0,0,3,0.6170474749043203,2,1,1
0,0,3,0.3307936820474375,1,2,1
0,1,5,0.5910250246035401,3,2,1
0,0,3,0.4202793738490458,1,2,0
0,1,2,0.238349384436727,1,1,0
0,0,5,0.2917665358964849,1,4,1
0,1,2,0.0953632132060348,1,1,0
0,0,8,0.2743592813471949,2,6,1
0,0,1,0.3630290327205941,1,0,0
0,1,1,0.0200184809136083,2,0,0
0,0,5,0.1937700314506332,2,3,0
0,1,4,0.1957567197392703,2,2,0
0,0,5,0.4697028577203342,3,2,1
0,1,3,0.5291333151639691,0,3,0
0,1,2,0.3725331345308582,2,0,1
0,0,4,0.0508743905277507,1,3,1
1,0,5,0.1491558694904887,2,3,1
0,1,6,0.333327474151291,0,6,0
0,1,4,0.1700964339815211,1,3,1
0,1,2,0.0317766673327119,1,1,0
0,1,5,0.6178590179753884,2,3,1
0,0,5,0.6406661899169588,3,2,1
0,0,2,0.1364655116362838,1,1,0
0,1,5,0.3147781474345736,1,4,0
0,1,5,0.2568557000818501,1,4,1
0,0,2,0.1041325578986765,2,0,0
0,1,4,0.4637822954870267,1,3,0
0,1,3,0.1673969801761633,3,0,1
0,1,1,0.2763107248331658,4,0,1
0,0,5,0.1708394251318623,3,2,1
0,0,1,0.3382490830856567,2,0,0
0,0,3,0.0967631619655432,2,1,1
0,1,6,0.3133779640664805,2,4,0
0,1,5,0.2855673023303353,2,3,0
0,0,3,0.3541093178592943,1,2,0
0,0,3,0.2052282941352228,3,0,1
0,1,1,0.5994087068536591,2,0,0
0,0,7,0.1535664477557907,0,7,1
0,1,5,0.5018424628831039,1,4,0
1,0,4,0.2698040089656903,1,3,1
0,0,4,0.7102453665070186,0,4,1
0,0,4,0.2876571702822581,1,3,0
0,1,5,0.4382892722004234,1,4,0
0,1,5,0.380990037119662,0,5,0
0,0,3,0.5128119733497929,0,3,0
0,1,7,0.3084147335522298,1,6,1
0,0,5,0.3941760671336997,0,5,0
0,0,4,0.2723400845409656,3,1,1
0,1,8,0.5949193450023103,4,4,1
0,1,4,0.1955023458902655,1,3,0
0,0,1,0.4451501778446088,2,0,0
0,1,2,0.5654615390496631,3,0,1
0,1,6,0.2592452983344446,2,4,0
0,1,2,0.3377639167866192,1,1,0
0,0,5,0.319079399578862,1,4,1
0,0,3,0.3132752374095869,2,1,0
0,0,4,0.1960120428796196,1,3,0
0,1,1,0.1490312506318887,2,0,1
0,0,4,0.6101931434663669,0,4,1
0,0,3,0.0146029504500209,1,2,0
0,0,4,0.5834586254306644,1,3,0
0,0,4,0.4252873153831619,2,2,0
0,1,2,0.847863937409442,4,0,1
0,0,2,0.4055564127103542,2,0,0
0,1,3,0.1795644113160539,2,1,0
0,1,2,0.4068199089367957,0,2,1
0,0,4,0.1677889613692533,2,2,1
1,0,7,0.2630636533353682,2,5,1
0,1,3,0.3932383597053456,3,0,1
0,1,5,0.2273896565454406,4,1,1
0,1,4,0.4382105400359504,2,2,1
0,1,5,0.2773172226031554,2,3,0
0,0,3,0.4037066301828044,2,1,0
0,0,5,0.1681864375497917,1,4,1
0,0,3,0.3220071838941354,3,0,1
0,1,2,0.1790336362446599,2,0,0
0,1,3,0.2418715440503225,0,3,0
0,1,2,0.3475938563336818,3,0,1
0,0,3,0.2235757328787953,2,1,0
1,0,7,0.3082570214689716,3,4,1
0,0,4,0.2742273414751466,3,1,1
0,1,1,0.3036901739142772,1,0,0
0,0,5,0.2319233576286267,1,4,0
0,0,4,0.2358222361236497,2,2,0
0,0,1,0.4902514693049442,2,0,1
0,1,1,0.3871646464521456,2,0,0
0,0,5,0.2975891110556303,1,4,1
0,0,5,0.1696725617492787,2,3,1
1,0,4,0.4805132977897942,0,4,1
0,1,1,0.1673515546978655,1,0,0
0,1,2,0.0626151350372613,0,2,1
0,0,5,0.1041600953984592,1,4,0
0,1,4,0.5632242286254444,1,3,1
1,0,10,0.3699884186073247,1,9,1
0,1,1,0.3370243956539106,2,0,0
0,1,1,0.172288434034522,0,1,0
0,0,6,0.5506074143040787,1,5,0
1,0,4,0.3025399472977202,0,4,1
0,1,3,0.1682280958402396,1,2,0
0,0,3,0.3347883969858824,2,1,1
0,1,4,0.5804005925587642,0,4,0
0,1,2,0.2634657494865406,2,0,0
0,0,4,0.2294953082580365,1,3,0
0,1,6,0.0913770216547474,3,3,1
0,1,3,0.7526024417919226,3,0,1
0,0,3,0.2713336621556078,2,1,0
0,1,6,0.3767666788371128,2,4,1
0,1,7,0.0811006461703307,2,5,1
0,1,5,0.2489992521023782,2,3,0
0,1,1,0.3688468093320596,1,0,0
1,0,7,0.134471568088184,3,4,1
0,1,2,0.2314837573661357,2,0,0
0,1,7,0.4448144549163191,2,5,1
0,0,4,0.4497554285987514,0,4,0
0,1,1,0.4600258034940815,2,0,0
0,0,2,0.4188674189985223,3,0,1
1,0,5,0.3285177342521995,1,4,1
0,1,3,0.2600441150337369,0,3,1
0,0,4,0.4487345894845139,3,1,1
0,0,7,0.1017797934448806,1,6,1
0,1,6,0.2939063853252932,2,4,0
0,1,4,0.4289308387568245,4,0,1
0,0,5,0.5680584656212024,1,4,0
0,1,4,0.4508736590214162,0,4,0
0,0,2,0.4413839809823485,2,0,0
0,0,3,0.2237982764403097,0,3,0
0,0,4,0.5646115901874044,1,3,0
0,0,6,0.3983897854073528,2,4,0
0,0,3,0.3733095697506025,2,1,0
0,0,8,0.4672453750998957,2,6,1
0,0,3,0.3089864040724083,1,2,1
0,1,5,0.235539963175327,1,4,0
1,0,2,0.512147088376957,1,1,0
0,0,7,0.357678953681174,2,5,1
0,1,2,0.2971683781495204,2,0,1
0,1,5,0.667311719700199,1,4,1
0,1,6,0.0836720780599714,0,6,0
0,0,4,0.242184310564605,0,4,1
0,0,1,0.4609218752257705,2,0,0
0,0,3,0.0537456234591031,0,3,0
0,1,4,0.4285586745782986,1,3,0
0,0,3,0.323498469966844,2,1,0
0,1,4,0.5847290324483404,2,2,0
0,1,1,0.2534798317407113,2,0,0
0,1,2,0.1764434284396525,3,0,1
0,0,5,0.698147239552945,1,4,1
0,0,3,0.1486442382403066,0,3,0
0,1,3,0.2846028103307345,0,3,0
0,1,5,0.6229629964780509,1,4,1
0,1,3,0.1376028031180085,2,1,0
0,0,2,0.5043587201130263,2,0,1
0,0,6,0.1218256278603873,1,5,0
0,1,7,0.4594645703499257,0,7,1
0,0,3,0.5334704943749768,3,0,1
1,0,4,0.3865486674331533,1,3,1
0,0,8,0.658709079220745,0,8,1
0,0,5,0.2628830262027711,2,3,1
0,1,1,0.1424306803538276,2,0,1
1,0,4,0.3296477286701039,2,2,1
0,1,4,0.2623846028182819,1,3,0
0,1,5,0.3326855768635874,3,2,1
0,0,4,0.3438244671588532,0,4,0
0,1,2,0.0710190169848351,0,2,0
0,1,4,0.3645050663458047,1,3,0
0,0,2,0.0824525179605657,3,0,1
0,1,3,0.086927898141257,2,1,0
0,1,4,0.507976474574551,3,1,1
0,1,3,0.3693048833680617,2,1,0
0,1,7,0.1719756821362842,2,5,1
0,0,5,0.0668781164667695,2,3,0
0,0,5,0.3112044352527042,1,4,0
0,1,7,0.4795823765849502,0,7,1
0,1,6,0.3307121606510704,3,3,1
0,1,5,0.3849438875686665,3,2,1
0,1,10,0.2642491526477374,1,9,1
0,1,5,0.2579977170691336,2,3,0
0,1,3,0.0040272095481581,1,2,1
0,1,2,0.3136815357919813,0,2,0
0,1,1,0.5964602104993506,0,1,1
0,1,5,0.2124239923470572,1,4,0
0,0,9,0.2711905370487684,2,7,1
0,1,3,0.1916164901166072,2,1,0
0,1,5,0.2883897059981811,2,3,0
0,1,5,0.1729689955223466,2,3,0
0,1,3,0.506320882454854,4,0,1
0,0,7,0.4545796388290852,0,7,1
0,1,2,0.4247940553820556,1,1,0
0,0,9,0.3425005814834142,3,6,1
0,1,6,0.1229612520280287,1,5,0
0,0,3,0.341351429100217,1,2,0
0,1,1,0.5010832317893914,1,0,0
0,0,9,0.0488842535092493,2,7,1
0,0,7,0.0798231095820362,2,5,1
0,1,4,0.613832716201054,1,3,1
0,1,1,0.4892147584514596,0,1,1
0,0,5,0.2914494872876407,3,2,1
0,1,5,0.5364748267597902,1,4,0
0,0,2,0.6296657605096732,3,0,1
0,0,5,0.0765374221467803,1,4,0
0,1,5,0.4526697198585279,4,1,1
0,0,5,0.6616521010074473,1,4,1
0,0,2,0.333633377527966,2,0,0
0,0,2,0.0144894285345867,2,0,0
0,1,5,0.5482552528190197,1,4,0
0,0,6,0.5701084298272355,0,6,0
0,1,4,0.0557196220141563,0,4,0
0,1,1,0.6465814750644528,1,0,1
0,0,3,0.2396993009312663,0,3,0
0,1,4,0.192290369788058,3,1,1
0,1,6,0.1621911874368822,2,4,0
0,0,3,0.0464884219122523,2,1,0
0,0,4,0.2161437811671518,2,2,1
0,1,10,0.3439298757509359,2,8,1
0,1,3,0.3572428920232446,0,3,0
0,0,2,0.4274701141613012,2,0,0
0,0,10,0.2532713532897152,1,9,1
0,0,7,0.7681388912119649,0,7,1
0,1,4,0.4195455266181939,2,2,0
0,0,4,0.0976908297521833,1,3,0
0,0,5,0.2136092875652403,1,4,0
0,1,4,0.1962581399187292,2,2,0
0,1,1,0.4560652980134634,0,1,1
0,0,6,0.232112597501263,1,5,0
0,0,4,0.5417638695211273,1,3,0
0,1,4,0.5289567851777424,0,4,0
1,0,2,0.1984580643417129,0,2,0
0,0,2,0.3086405980495931,1,1,0
0,1,2,0.2795659944869713,0,2,0
0,1,6,0.2345208579115911,2,4,1
1,0,1,0.4500459177752364,1,0,0
0,1,7,0.2026548936158936,3,4,1
0,1,3,0.3304898026708333,2,1,0
0,1,2,0.5660190464940851,4,0,1
0,0,4,0.398444422441316,0,4,0
0,1,10,0.0347391159984975,1,9,1
0,1,3,0.3018036649539638,1,2,0
0,1,4,0.098142924826996,1,3,0
1,0,6,0.372155833169287,1,5,1
0,1,5,0.5280295126842872,0,5,0
0,1,4,0.3575301983660404,2,2,0
0,0,3,0.1421570516778787,1,2,0
0,1,4,0.1489552210652383,2,2,0
0,1,4,0.5843573109342585,0,4,0
0,0,5,0.3487894480081314,2,3,0
0,1,3,0.5136186331879613,2,1,0
0,1,3,0.4508562043718305,3,0,1
0,0,5,0.2408350269597268,1,4,0
0,1,3,0.5021877915181244,3,0,1
0,1,5,0.3175376842499009,1,4,0
0,1,4,0.3727396524440429,1,3,1
0,1,1,0.214976826619043,2,0,1
0,0,4,0.3337378419136292,2,2,1
0,1,7,0.4280911527817752,0,7,1
0,1,4,0.0980706089013663,2,2,0
0,1,3,0.1261431606467982,2,1,0
0,0,8,0.14610737357823,1,7,1
0,0,4,0.317473602187091,3,1,1
0,1,8,0.2375668928216747,1,7,1
0,1,2,0.2247204701904617,1,1,0
0,1,9,0.2686760827976875,2,7,1
0,1,1,0.1854660294015721,1,0,1
0,0,3,0.1518021838250921,1,2,0
0,1,1,0.096623496940368,2,0,0
0,0,4,0.3370192760229597,1,3,0
0,0,6,0.4008190003187732,3,3,1
0,1,4,0.8192525298542316,3,1,1
0,1,6,0.1578329054534488,1,5,1
0,0,5,0.4810316784299964,1,4,0
0,0,1,0.4011533528260714,1,0,1
0,0,3,0.3176935336938031,2,1,0
0,1,4,0.3166612838423705,2,2,0
0,1,3,0.2184811642566176,2,1,0
0,0,4,0.2988631773297057,2,2,0
0,0,1,0.1241621534001632,2,0,0
0,1,3,0.2580424626131302,1,2,0
0,1,5,0.1124529306878008,4,1,1
0,0,3,0.6002367797443817,1,2,1
1,0,1,0.306346136210838,0,1,0
0,1,5,0.1508807789925094,2,3,0
0,0,5,0.5514605414067127,2,3,0
1,0,2,0.2090134869662308,0,2,0
0,1,3,0.4626906566003476,2,1,0
0,1,5,0.3418586687471853,2,3,0
0,1,5,0.275248109601041,2,3,0
0,0,2,0.713265792606424,2,0,1
0,1,3,0.4337831109402877,1,2,0
0,0,3,0.3105513578761116,5,0,1
0,1,3,0.4171509510847081,1,2,0
1,0,3,0.2266100448137806,1,2,0
0,0,3,0.2955085660233086,0,3,1
0,1,4,0.2317477834943898,2,2,1
0,0,5,0.5345049534513441,1,4,0
1,0,5,0.3103980137369744,3,2,1
1,0,3,0.5373974113567511,1,2,0
0,1,2,0.168578296785501,2,0,0
0,1,9,0.3428094746537665,2,7,1
0,1,1,0.4220551191996613,2,0,0
0,0,5,0.6257607675435669,2,3,1
0,1,2,0.1060411991609784,0,2,0
0,0,1,0.6995586266620527,3,0,1
0,1,3,0.1089097922467576,0,3,0
0,1,3,0.3631104438710401,0,3,0
0,0,3,0.1865086847264035,2,1,0
0,1,4,0.130429352650168,0,4,1
0,1,2,0.7650086171929747,0,2,1
0,1,3,0.462713805790655,1,2,0
0,1,6,0.3911365546809696,1,5,0
0,1,4,0.5741310093601636,3,1,1
1,0,3,0.3176156046967739,3,0,1
0,1,7,0.4761421487834715,1,6,1
0,0,4,0.2783545797024123,2,2,0
0,1,5,0.4462270759685358,3,2,1
0,1,4,0.5872064841661193,2,2,0
0,1,1,0.3786927394138615,2,0,0
0,1,2,0.2134670710044128,1,1,0
0,1,4,0.411406526803272,1,3,0
0,0,8,0.0469943661868391,3,5,1
0,0,8,0.1502375275313032,1,7,1
0,1,3,0.4431198957948259,0,3,0
0,1,2,0.1345259797859153,0,2,0
0,1,2,0.4056939746523791,2,0,0
0,1,2,0.3633505121121859,0,2,0
1,0,6,0.6764467191028218,0,6,1
0,0,3,0.175648743316699,3,0,1
0,1,6,0.2364033161566592,3,3,1
0,1,2,0.4599537733196849,4,0,1
0,0,4,0.4375864112309831,1,3,0
0,1,4,0.4258451225908066,3,1,1
0,1,4,0.245059134406469,0,4,0
0,1,4,0.2784506398557253,4,0,1
0,0,4,0.5150562768226395,0,4,0
0,0,3,0.1628626976822776,1,2,0
0,1,7,0.2540012017700736,2,5,1
0,0,2,0.1991541486620436,2,0,0
0,1,2,0.0070298784195758,1,1,0
0,1,2,0.2275395076723768,0,2,1
0,1,3,0.3657914914198872,3,0,1
0,1,2,0.1265043558561958,3,0,1
0,1,5,0.1413941745227094,0,5,0
0,1,2,0.3872568830374135,2,0,0
0,0,2,0.2228128158411719,0,2,0
0,1,8,0.2994370434842392,3,5,1
0,1,7,0.2044632416974951,0,7,1
0,1,6,0.3487568051177829,1,5,0
0,1,1,0.1979210853129209,2,0,0
0,1,3,0.6507081282004691,0,3,1
0,0,3,0.2412208125151787,3,0,1
0,1,5,0.0146145463305714,1,4,1
0,0,2,0.3913474533037711,3,0,1
0,1,3,0.2994587369952212,1,2,1
0,0,2,0.4847623001779643,0,2,0
0,0,6,0.1252853005859076,2,4,0
0,1,5,0.1210820161904003,2,3,0
0,1,7,0.2911486901581498,2,5,1
0,0,1,0.0995307418613582,3,0,1
0,1,2,0.3921586399997754,2,0,0
0,0,6,0.090289804014917,0,6,1
0,0,6,0.4123676135592407,0,6,0
0,0,1,0.3541402187938883,1,0,1
0,0,2,0.1850363623348715,2,0,0
1,0,5,0.4315730992312278,3,2,1
0,0,2,0.1660291408721808,3,0,1
0,0,3,0.4125701687490934,0,3,0
0,0,4,0.8010234002333757,2,2,1
0,1,4,0.4976567622049883,1,3,0
0,1,6,0.4175659284170466,3,3,1
0,1,1,0.2806379657357975,1,0,1
0,1,8,0.2783566418501735,0,8,1
1,0,2,0.6846032618143829,4,0,1
0,1,7,0.4827608559250701,1,6,1
0,1,4,0.4322142628346178,1,3,1
0,1,4,0.0891067621814086,2,2,1
0,0,1,0.335566857688341,0,1,1
0,0,3,0.5619973539210367,2,1,0
0,1,6,0.2328019542640773,1,5,0
0,0,7,0.2753798523643366,1,6,1
0,1,6,0.0603220138527352,1,5,0
0,1,8,0.0660647996615435,3,5,1
0,1,4,0.3767847743630569,1,3,0
0,1,2,0.1027971644962267,2,0,1
0,1,2,0.1411655431256676,0,2,0
0,1,6,0.0669979637287193,2,4,1
0,1,5,0.2308671008475164,0,5,0
0,0,5,0.3108365082618126,2,3,1
0,0,7,0.3652151886955858,3,4,1
0,1,2,0.4305224391679889,1,1,1
0,1,1,0.7602847198093481,1,0,1
0,1,2,0.2744541709270933,2,0,1
0,0,6,0.5016427651126616,2,4,0
0,1,9,0.1261140815517326,2,7,1
0,1,4,0.4555811243790942,2,2,0
0,0,6,0.4991290694266037,1,5,0
0,1,2,0.5662414051299934,3,0,1
0,1,4,0.47643674581789,3,1,1
0,1,3,0.326539792639138,0,3,0
0,0,1,0.2343050310371524,0,1,0
0,0,5,0.6560958352159916,3,2,1
0,0,3,0.1335096220457409,1,2,0
0,1,2,0.1312957438061059,2,0,0
0,0,3,0.1142909668094128,2,1,1
0,1,5,0.1607281564382964,2,3,0
